0 	 0.829778
0.5 	 0.826884
1 	 0.824462
1.5 	 0.822026
2 	 0.81999
2.5 	 0.816846
3 	 0.814828
3.5 	 0.809872
4 	 0.807348
4.5 	 0.80526
5 	 0.802644
5.5 	 0.799726
6 	 0.796748
6.5 	 0.791734
7 	 0.79028
7.5 	 0.78625
8 	 0.783852
8.5 	 0.780326
9 	 0.77926
9.5 	 0.774464
10 	 0.772306
10.5 	 0.76956
11 	 0.76808
11.5 	 0.767176
12 	 0.763714
12.5 	 0.762626
13 	 0.760862
13.5 	 0.760238
14 	 0.757734
14.5 	 0.756878
15 	 0.755706
15.5 	 0.755968
16 	 0.754576
16.5 	 0.753494
17 	 0.752964
17.5 	 0.752364
18 	 0.751898
18.5 	 0.752156
19 	 0.751746
19.5 	 0.751308
20 	 0.750362
20.5 	 0.751652
21 	 0.750744
21.5 	 0.750268
22 	 0.750346
22.5 	 0.750782
23 	 0.749846
23.5 	 0.750128
24 	 0.749644
24.5 	 0.750446
25 	 0.749736
25.5 	 0.750618
26 	 0.749198
26.5 	 0.750098
27 	 0.748516
27.5 	 0.750726
28 	 0.750652
28.5 	 0.749372
29 	 0.749586
29.5 	 0.750312
30 	 0.749148
